"","SiteUnit","Class","Order","Suborder","Alliance","Assoc","Species","MeanCov","Constancy","nPlots"
"1281","ICH dm   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"ABIELAS",3.75555555555556,66.6666666666667,9
"1282","ICH dm   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"LARIOCC",4.22222222222222,44.4444444444444,9
"1283","ICH dm   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PICEENE",4.55555555555556,55.5555555555556,9
"1284","ICH dm   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TAXUBRE",3.56666666666667,55.5555555555556,9
"1285","ICH dm   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"THUJPLI",10.7222222222222,88.8888888888889,9
"1286","ICH dm   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TSUGHET",37.5555555555556,100,9
"1287","ICH dm   /103","CLASS Picea","ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry)","SUBORDER Piceene-Pinucon-VaccSco (MS typic dry)",NA,NA,"ABIELAS",3.75,77.7777777777778,18
"1288","ICH dm   /103","CLASS Picea","ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry)","SUBORDER Piceene-Pinucon-VaccSco (MS typic dry)",NA,NA,"LARIOCC",6.25555555555556,77.7777777777778,18
"1289","ICH dm   /103","CLASS Picea","ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry)","SUBORDER Piceene-Pinucon-VaccSco (MS typic dry)",NA,NA,"PICEENE",2.61666666666667,44.4444444444444,18
"1290","ICH dm   /103","CLASS Picea","ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry)","SUBORDER Piceene-Pinucon-VaccSco (MS typic dry)",NA,NA,"PINUCON2",21.65,94.4444444444444,18
"1291","ICH dm   /103","CLASS Picea","ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry)","SUBORDER Piceene-Pinucon-VaccSco (MS typic dry)",NA,NA,"PSEUMEN1",4.80833333333333,66.6666666666667,18
"1292","ICH dm   /103","CLASS Picea","ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry)","SUBORDER Piceene-Pinucon-VaccSco (MS typic dry)",NA,NA,"THUJPLI",0.530555555555556,33.3333333333333,18
"1293","ICH dm   /103","CLASS Picea","ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry)","SUBORDER Piceene-Pinucon-VaccSco (MS typic dry)",NA,NA,"TSUGHET",0.508333333333333,38.8888888888889,18
"1294","ICH dm   /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"ABIELAS",2.41666666666667,50,6
"1295","ICH dm   /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PICEENE",4.36666666666667,83.3333333333333,6
"1296","ICH dm   /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TAXUBRE",1.83333333333333,66.6666666666667,6
"1297","ICH dm   /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"THUJPLI",14.8333333333333,83.3333333333333,6
"1298","ICH dm   /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TSUGHET",32.3333333333333,100,6
"1299","ICH dm   /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"ABIELAS",8.85714285714286,100,7
"1300","ICH dm   /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PICEENE",10.5714285714286,85.7142857142857,7
"1301","ICH dm   /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"THUJPLI",26.4285714285714,100,7
"1302","ICH dm   /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TSUGHET",17.2857142857143,85.7142857142857,7
"1303","ICH dm   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"ABIELAS",9.75,83.3333333333333,6
"1304","ICH dm   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"PICEENE",22.9166666666667,100,6
"1305","ICH dm   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"THUJPLI",4.16666666666667,66.6666666666667,6
"1306","ICH dm   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"TSUGHET",2.33333333333333,50,6
"1307","ICH dw 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"BETUPAP",5.98372093023256,60.4651162790698,43
"1308","ICH dw 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"LARIOCC",5.23255813953488,53.4883720930233,43
"1309","ICH dw 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"PSEUMEN1",10.9186279069767,88.3720930232558,43
"1310","ICH dw 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TAXUBRE",3.01395348837209,60.4651162790698,43
"1311","ICH dw 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"THUJPLI",45.1744186046512,100,43
"1312","ICH dw 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TSUGHET",43.9767674418605,95.3488372093023,43
"1313","ICH dw 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",47,100,12
"1314","ICH dw 4 /104","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwFd (No Hw ICHxw and xh)",NA,NA,"BETUPAP",4.73684210526316,78.9473684210526,19
"1315","ICH dw 4 /104","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwFd (No Hw ICHxw and xh)",NA,NA,"LARIOCC",7.18421052631579,52.6315789473684,19
"1316","ICH dw 4 /104","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwFd (No Hw ICHxw and xh)",NA,NA,"PSEUMEN1",25.4473684210526,100,19
"1317","ICH dw 4 /104","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwFd (No Hw ICHxw and xh)",NA,NA,"THUJPLI",24.6315789473684,84.2105263157895,19
"1318","ICH dw 4 /104","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwFd (No Hw ICHxw and xh)",NA,NA,"TSUGHET",1.93684210526316,47.3684210526316,19
"1319","ICH dw 4 /110.1",NA,NA,NA,NA,NA,"BETUPAP",7,66.6666666666667,3
"1320","ICH dw 4 /110.1",NA,NA,NA,NA,NA,"PICEENE",6,66.6666666666667,3
"1321","ICH dw 4 /110.1",NA,NA,NA,NA,NA,"THUJPLI",32.6666666666667,100,3
"1322","ICH dw 4 /110.1",NA,NA,NA,NA,NA,"TSUGHET",10.6666666666667,66.6666666666667,3
"1323","ICH dw 4 /110.2","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TAXUBRE",7.16666666666667,100,6
"1324","ICH dw 4 /110.2","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"THUJPLI",26.25,100,6
"1325","ICH dw 4 /110.2","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TSUGHET",51.1666666666667,100,6
"1326","ICH dw 4 /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PICEENE",5.83333333333333,66.6666666666667,3
"1327","ICH dw 4 /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"THUJPLI",18,100,3
"1328","ICH dw 4 /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TSUGHET",15.1666666666667,66.6666666666667,3
"1329","ICH dw 4 /112",NA,NA,NA,NA,NA,"BETUPAP",5,66.6666666666667,3
"1330","ICH dw 4 /112",NA,NA,NA,NA,NA,"PICEENE",7.66666666666667,100,3
"1331","ICH dw 4 /112",NA,NA,NA,NA,NA,"THUJPLI",36,100,3
"1332","ICH dw 4 /112",NA,NA,NA,NA,NA,"TSUGHET",17.3333333333333,66.6666666666667,3
"1333","ICH mc 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwBlSxl (Northern No Cw))",NA,NA,"ABIELAS",17.9,90,10
"1334","ICH mc 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwBlSxl (Northern No Cw))",NA,NA,"PICEENE",3.3,50,10
"1335","ICH mc 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwBlSxl (Northern No Cw))",NA,NA,"PINUCON2",5.9,40,10
"1336","ICH mc 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwBlSxl (Northern No Cw))",NA,NA,"TSUGHET",36.81,100,10
"1337","ICH mc 1 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwBlSxl (Northern No Cw))",NA,NA,"ABIELAS",27.6666666666667,66.6666666666667,3
"1338","ICH mc 1 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwBlSxl (Northern No Cw))",NA,NA,"POPUTRI",1.66666666666667,66.6666666666667,3
"1339","ICH mc 1 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwBlSxl (Northern No Cw))",NA,NA,"TSUGHET",12,66.6666666666667,3
"1340","ICH mc 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"ABIELAS",2.51492537313433,47.7611940298507,67
"1341","ICH mc 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"PICEA",1.7910447761194,46.2686567164179,67
"1342","ICH mc 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"THUJPLI",14.5840298507463,80.5970149253731,67
"1343","ICH mc 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TSUGHET",59.7835820895522,98.5074626865672,67
"1344","ICH mc 2 /03",NA,NA,NA,NA,NA,"ABIEAMA",2.92857142857143,35.7142857142857,14
"1345","ICH mc 2 /03",NA,NA,NA,NA,NA,"THUJPLI",24.2142857142857,92.8571428571429,14
"1346","ICH mc 2 /03",NA,NA,NA,NA,NA,"TSUGHET",40.7857142857143,100,14
"1347","ICH mc 2 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"ABIELAS",5.31863636363636,63.6363636363636,22
"1348","ICH mc 2 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PICEA",5.5,50,22
"1349","ICH mc 2 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"THUJPLI",14.7463636363636,90.9090909090909,22
"1350","ICH mc 2 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TSUGHET",32.2864090909091,100,22
"1351","ICH mc 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"ABIELAS",4.13636363636364,63.6363636363636,11
"1352","ICH mc 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"PICEA",11.7272727272727,72.7272727272727,11
"1353","ICH mc 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"THUJPLI",4.54545454545455,45.4545454545455,11
"1354","ICH mc 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TSUGHET",5.22727272727273,72.7272727272727,11
"1355","ICH mc 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"ABIELAS",5.66666666666667,66.6666666666667,12
"1356","ICH mc 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PICEA",7.58333333333333,66.6666666666667,12
"1357","ICH mc 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"THUJPLI",7.33333333333333,58.3333333333333,12
"1358","ICH mc 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TSUGHET",12.5,83.3333333333333,12
"1359","ICH mk 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"ABIELAS",8.20588235294118,76.4705882352941,17
"1360","ICH mk 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"PICEENE",8.52941176470588,88.2352941176471,17
"1361","ICH mk 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"PINUCON2",6,52.9411764705882,17
"1362","ICH mk 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"PSEUMEN1",14.1882352941176,82.3529411764706,17
"1363","ICH mk 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"THUJPLI",12.5882352941176,94.1176470588235,17
"1364","ICH mk 2 /03","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"POPUTRE",4,42.8571428571429,7
"1365","ICH mk 2 /03","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"PSEUMEN1",28.8,100,7
"1366","ICH mk 2 /04",NA,NA,NA,NA,NA,"ABIELAS",2.5125,50,8
"1367","ICH mk 2 /04",NA,NA,NA,NA,NA,"PICEENE",0.4375,37.5,8
"1368","ICH mk 2 /04",NA,NA,NA,NA,NA,"PINUCON2",8.75,75,8
"1369","ICH mk 2 /04",NA,NA,NA,NA,NA,"PSEUMEN1",6.375,75,8
"1370","ICH mk 2 /04",NA,NA,NA,NA,NA,"THUJPLI",0.75,37.5,8
"1371","ICH mk 2 /05",NA,NA,NA,NA,NA,"ABIELAS",15.7,86.6666666666667,15
"1372","ICH mk 2 /05",NA,NA,NA,NA,NA,"PICEENE",13.6333333333333,93.3333333333333,15
"1373","ICH mk 2 /05",NA,NA,NA,NA,NA,"PSEUMEN1",2.56666666666667,40,15
"1374","ICH mk 2 /05",NA,NA,NA,NA,NA,"THUJPLI",9.9,86.6666666666667,15
"1375","ICH mk 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"ABIELAS",11.1875,75,16
"1376","ICH mk 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"LARIOCC",5.4375,50,16
"1377","ICH mk 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"PICEENE",13.5375,75,16
"1378","ICH mk 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"PSEUMEN1",4.563125,50,16
"1379","ICH mk 4 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"THUJPLI",21.4375,100,16
"1380","ICH mk 4 /102",NA,NA,NA,NA,NA,"JUNISCO",1,66.6666666666667,3
"1381","ICH mk 4 /102",NA,NA,NA,NA,NA,"PSEUMEN1",23,100,3
"1382","ICH mk 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"ABIELAS",4.16666666666667,41.6666666666667,12
"1383","ICH mk 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"BETUPAP",3,41.6666666666667,12
"1384","ICH mk 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"LARIOCC",1.95833333333333,41.6666666666667,12
"1385","ICH mk 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"PICEENE",6.04166666666667,58.3333333333333,12
"1386","ICH mk 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"PINUCON2",3.79166666666667,50,12
"1387","ICH mk 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"PSEUMEN1",16.25,91.6666666666667,12
"1388","ICH mk 4 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"THUJPLI",2.75,66.6666666666667,12
"1389","ICH mk 4 /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"ABIELAS",6.55555555555556,55.5555555555556,9
"1390","ICH mk 4 /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"PICEENE",10.78,77.7777777777778,9
"1391","ICH mk 4 /110","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"THUJPLI",43.4444444444444,77.7777777777778,9
"1392","ICH mk 4 /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"ABIELAS",5.8125,50,8
"1393","ICH mk 4 /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"PICEENE",7.125,62.5,8
"1394","ICH mk 4 /111","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER CwSxBlFd(ICHmk NoHwColdIndicators)",NA,NA,"THUJPLI",22.1875,100,8
"1395","ICH mk 4 /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"ABIELAS",2.5,33.3333333333333,6
"1396","ICH mk 4 /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"PICEENE",17.0833333333333,83.3333333333333,6
"1397","ICH mk 4 /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"POPUTRI",6.66666666666667,66.6666666666667,6
"1398","ICH mk 4 /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER Sx",NA,NA,"THUJPLI",4.75,66.6666666666667,6
"1399","ICH mm   /01",NA,NA,NA,NA,NA,"ABIELAS",2.98,100,5
"1400","ICH mm   /01",NA,NA,NA,NA,NA,"PICEENE",5.5,60,5
"1401","ICH mm   /01",NA,NA,NA,NA,NA,"THUJPLI",27.6,100,5
"1402","ICH mm   /01",NA,NA,NA,NA,NA,"TSUGHET",58,100,5
"1403","ICH mm   /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"ABIELAS",4.20833333333333,58.3333333333333,12
"1404","ICH mm   /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PICEENE",2.79166666666667,50,12
"1405","ICH mm   /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"PSEUMEN1",6.25,33.3333333333333,12
"1406","ICH mm   /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"THUJPLI",21.625,83.3333333333333,12
"1407","ICH mm   /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCwBl(rich and Northern moist/wet vc/wc zonals)",NA,NA,"TSUGHET",54.25,100,12
"1408","ICH mm   /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"ABIELAS",9.125,100,4
"1409","ICH mm   /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"PICEENE",2.25,50,4
"1410","ICH mm   /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"THUJPLI",28.75,100,4
"1411","ICH mm   /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TSUGHET",29.25,100,4
"1412","ICH mm   /05",NA,NA,NA,NA,NA,"ABIELAS",10.050125,100,8
"1413","ICH mm   /05",NA,NA,NA,NA,NA,"BETUPAP",1.0625,37.5,8
"1414","ICH mm   /05",NA,NA,NA,NA,NA,"PICEENE",7.75,62.5,8
"1415","ICH mm   /05",NA,NA,NA,NA,NA,"THUJPLI",32,75,8
"1416","ICH mm   /05",NA,NA,NA,NA,NA,"TSUGHET",24.8875,87.5,8
"1417","ICH mw 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"ABIELAS",2.4,60,5
"1418","ICH mw 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"THUJPLI",8,80,5
"1419","ICH mw 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Thujpli-Pleusch (ICH)","SUBORDER HwCw(Southern mesic, dm,wm,mm)",NA,NA,"TSUGHET",22.1,100,5
