"","SiteUnit","Class","Order","Suborder","Alliance","Assoc","Species","MeanCov","Constancy","nPlots"
"1811","IDF dk 5 /110","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"PINUCON2",2.95,50,18
"1812","IDF dk 5 /110","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"POPUTRE",4.74444444444444,66.6666666666667,18
"1813","IDF dk 5 /110","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"PSEUMEN1",9.97777777777778,88.8888888888889,18
"1814","IDF dm 1 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"LARIOCC",6.755,75,4
"1815","IDF dm 1 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"PINUCON2",7,75,4
"1816","IDF dm 1 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPlBl-Junicom (ESSF/Cold)",NA,NA,"PSEUMEN1",33.125,100,4
"1817","IDF dm 1 /110",NA,NA,NA,NA,NA,"ABIELAS",4,66.6666666666667,3
"1818","IDF dm 1 /110",NA,NA,NA,NA,NA,"PICEENE",19.6666666666667,100,3
"1819","IDF dm 1 /110",NA,NA,NA,NA,NA,"PINUCON2",6.33333333333333,66.6666666666667,3
"1820","IDF dm 1 /110",NA,NA,NA,NA,NA,"PSEUMEN1",6.16666666666667,66.6666666666667,3
"1821","IDF dm 2 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"LARIOCC",6.92307692307692,50,26
"1822","IDF dm 2 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUCON2",6.15423076923077,50,26
"1823","IDF dm 2 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",34.1888461538461,100,26
"1824","IDF dm 2 /102","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",9.33333333333333,83.3333333333333,6
"1825","IDF dm 2 /102","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUPON",2.83333333333333,50,6
"1826","IDF dm 2 /102","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",24.4166666666667,100,6
"1827","IDF dm 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",2.42380952380952,57.1428571428571,21
"1828","IDF dm 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUPON",5.4762380952381,42.8571428571429,21
"1829","IDF dm 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",23.1,100,21
"1830","IDF dm 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUCON2",2.09666666666667,33.3333333333333,21
"1831","IDF dm 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUPON",3.54761904761905,52.3809523809524,21
"1832","IDF dm 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",24.1914285714286,100,21
"1833","IDF dm 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"BETUOCC",3.25,37.5,8
"1834","IDF dm 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"LARIOCC",10.25,62.5,8
"1835","IDF dm 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PICEENE",12.875,50,8
"1836","IDF dm 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUCON2",5.6625,50,8
"1837","IDF dm 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",11.1875,87.5,8
"1838","IDF dm 2 /111","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"BETUPAP",2,40,5
"1839","IDF dm 2 /111","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"LARIOCC",4.4,60,5
"1840","IDF dm 2 /111","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"PICEENE",28.7,100,5
"1841","IDF dm 2 /111","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"POPUTRE",4.3,40,5
"1842","IDF dm 2 /111","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"PSEUMEN1",2.8,60,5
"1843","IDF ww   /01","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"BETUPAP",3.28,46.6666666666667,15
"1844","IDF ww   /01","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"PSEUMEN1",57.2466666666667,100,15
"1845","IDF ww   /01","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"THUJPLI",16.1333333333333,46.6666666666667,15
"1846","IDF ww   /03","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"BETUPAP",2.91666666666667,33.3333333333333,12
"1847","IDF ww   /03","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"PSEUMEN1",44.1916666666667,100,12
"1848","IDF ww   /03","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"THUJPLI",2.08333333333333,41.6666666666667,12
"1849","IDF ww   /04","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"BETUPAP",10.3,80,5
"1850","IDF ww   /04","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)","ALLIANCE Pseumen-Paximyr-Rhyttri (IDFww)",NA,"PSEUMEN1",27,100,5
"1851","IDF ww   /05",NA,NA,NA,NA,NA,"BETUPAP",6.025,50,4
"1852","IDF ww   /05",NA,NA,NA,NA,NA,"POPUTRI",3.25,50,4
"1853","IDF ww   /05",NA,NA,NA,NA,NA,"PSEUMEN1",23.5,75,4
"1854","IDF ww   /05",NA,NA,NA,NA,NA,"THUJPLI",73.05,100,4
"1855","IDF xh 1 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",4.0952380952381,57.1428571428571,42
"1856","IDF xh 1 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",35.6880952380952,97.6190476190476,42
"1857","IDF xh 1 /102","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PINUPON",5.94285714285714,57.1428571428571,7
"1858","IDF xh 1 /102","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PSEUMEN1",8.95714285714286,85.7142857142857,7
"1859","IDF xh 1 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",5.1,100,9
"1860","IDF xh 1 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",14.0555555555556,100,9
"1861","IDF xh 1 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",10.9551724137931,86.2068965517241,29
"1862","IDF xh 1 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",15.7724137931034,96.551724137931,29
"1863","IDF xh 1 /105","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",13.2222222222222,88.8888888888889,9
"1864","IDF xh 1 /105","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",16,88.8888888888889,9
"1865","IDF xh 1 /106","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PINUPON",16,100,3
"1866","IDF xh 1 /106","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PSEUMEN1",9,66.6666666666667,3
"1867","IDF xh 1 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUPON",4.3125,56.25,16
"1868","IDF xh 1 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PRUNVIR",2.3875,50,16
"1869","IDF xh 1 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",27.34375,93.75,16
"1870","IDF xh 1 /111",NA,NA,NA,NA,NA,"BETUPAP",2.66666666666667,66.6666666666667,3
"1871","IDF xh 1 /111",NA,NA,NA,NA,NA,"POPUTRE",41,100,3
"1872","IDF xh 1 /112",NA,NA,NA,NA,NA,"POPUTRE",34.4,100,3
"1873","IDF xh 2 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",43.0615384615385,100,26
"1874","IDF xh 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"JUNISCO",1.89285714285714,57.1428571428571,14
"1875","IDF xh 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",9.43571428571429,78.5714285714286,14
"1876","IDF xh 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",17.1142857142857,100,14
"1877","IDF xh 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",2.25,50,4
"1878","IDF xh 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",38.5,100,4
"1879","IDF xh 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",49.6071428571429,100,14
"1880","IDF xh 2 /111","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"BETUPAP",6.25,75,4
"1881","IDF xh 2 /111","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PICEENE",1.625,50,4
"1882","IDF xh 2 /111","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",45.25,100,4
"1883","IDF xk   /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",3.1,60,5
"1884","IDF xk   /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",30.64,100,5
"1885","IDF xk   /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",4.975,100,8
"1886","IDF xk   /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",36.025,100,8
"1887","IDF xk   /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",2.2,100,12
"1888","IDF xk   /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",34.0666666666667,100,12
"1889","IDF xk   /111","CLASS Populus-Betula","ORDER Poputre","SUBORDER Poputre-Sympalb (IDF-MS)",NA,NA,"POPUTRE",33.85,100,4
"1890","IDF xk   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"BETUOCC",0.8,40,10
"1891","IDF xk   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"BETUPAP",7.1,50,10
"1892","IDF xk   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"JUNISCO",0.3,60,10
"1893","IDF xk   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"PICEENE",18.94,90,10
"1894","IDF xk   /112","CLASS Picea","ORDER Piceene-Pleusch (SBS/MS) (Sx)","SUBORDER SxFd (SBSwarm-IDF/MScool)",NA,NA,"PSEUMEN1",6.32,60,10
"1895","IDF xm   /01","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",1.36363636363636,63.6363636363636,11
"1896","IDF xm   /01","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUCON2",3.54545454545455,36.3636363636364,11
"1897","IDF xm   /01","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",37.5181818181818,100,11
"1898","IDF xm   /02","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",5.33333333333333,100,3
"1899","IDF xm   /02","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PRUNVIR",1,66.6666666666667,3
"1900","IDF xm   /02","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",10.4333333333333,100,3
"1901","IDF xm   /10","CLASS Populus-Betula","ORDER Poputre","SUBORDER Poputre-Sympalb (IDF-MS)",NA,NA,"POPUTRE",36.82,100,10
"1902","IDF xx 1 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",36,100,3
"1903","IDF xx 1 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",14.1666666666667,66.6666666666667,3
"1904","IDF xx 1 /102",NA,NA,NA,NA,NA,"PINUPON",14.1666666666667,100,3
"1905","IDF xx 1 /103","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PINUPON",16.32,100,5
"1906","IDF xx 1 /103","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PRUNVIR",0.9,40,5
"1907","IDF xx 1 /104","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PINUPON",25.9444444444444,100,9
"1908","IDF xx 1 /104","CLASS Pseumen1","ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi)","SUBORDER PyFd-Pseuspi",NA,NA,"PSEUMEN1",4.84444444444444,55.5555555555556,9
"1909","IDF xx 1 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"LARIOCC",5,50,4
"1910","IDF xx 1 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",39.125,100,4
"1911","IDF xx 2 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",26.76,100,10
"1912","IDF xx 2 /101","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",23.58,100,10
"1913","IDF xx 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",17.75,100,4
"1914","IDF xx 2 /103","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",8.75,100,4
"1915","IDF xx 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"JUNISCO",1,66.6666666666667,6
"1916","IDF xx 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PINUPON",19.3333333333333,100,6
"1917","IDF xx 2 /104","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER FdPy-Pseuspi (PP transition)",NA,NA,"PSEUMEN1",8.41666666666667,66.6666666666667,6
"1918","IDF xx 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"JUNISCO",0.25,33.3333333333333,6
"1919","IDF xx 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PINUPON",1.16666666666667,33.3333333333333,6
"1920","IDF xx 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PRUNVIR",0.166666666666667,33.3333333333333,6
"1921","IDF xx 2 /110","CLASS Pseumen1","ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB)","SUBORDER Pseumen-Calarub (central concept)",NA,NA,"PSEUMEN1",47.75,100,6
"1922","IDF xx 2 /111",NA,NA,NA,NA,NA,"LARIOCC",10,100,3
"1923","IDF xx 2 /111",NA,NA,NA,NA,NA,"PRUNVIR",1.66666666666667,100,3
"1924","IDF xx 2 /111",NA,NA,NA,NA,NA,"PSEUMEN1",43.3333333333333,100,3
"1925","MH  mm 1 /01","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"ABIEAMA",14.5227272727273,59.0909090909091,22
"1926","MH  mm 1 /01","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"CALLNOO",13.8409090909091,59.0909090909091,22
"1927","MH  mm 1 /01","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGHET",10.2045454545455,63.6363636363636,22
"1928","MH  mm 1 /01","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGMER",32.8863636363636,86.3636363636364,22
"1929","MH  mm 1 /02","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"ABIEAMA",5.70833333333333,58.3333333333333,12
"1930","MH  mm 1 /02","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"CALLNOO",17.9583333333333,91.6666666666667,12
"1931","MH  mm 1 /02","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGMER",13.35,100,12
"1932","MH  mm 1 /04","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"ABIEAMA",18.1673333333333,100,3
"1933","MH  mm 1 /04","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"CALLNOO",13.8366666666667,100,3
"1934","MH  mm 1 /04","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGMER",42.3333333333333,100,3
"1935","MH  mm 1 /09",NA,NA,"%SUBORDER Tsugmer-Sphagnu",NA,NA,"ABIEAMA",0.5,66.6666666666667,3
"1936","MH  mm 1 /09",NA,NA,"%SUBORDER Tsugmer-Sphagnu",NA,NA,"CALLNOO",8.33333333333333,100,3
"1937","MH  mm 1 /09",NA,NA,"%SUBORDER Tsugmer-Sphagnu",NA,NA,"TSUGMER",7,100,3
"1938","MH  mm 1 /101","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"ABIEAMA",25.9315625,87.5,16
"1939","MH  mm 1 /101","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"CALLNOO",13.2,75,16
"1940","MH  mm 1 /101","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGHET",10.1564375,50,16
"1941","MH  mm 1 /101","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGMER",25.625,93.75,16
"1942","MH  mm 1 /102","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"ABIEAMA",19.4166666666667,75,12
"1943","MH  mm 1 /102","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"CALLNOO",31.3083333333333,91.6666666666667,12
"1944","MH  mm 1 /102","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGHET",1.375,50,12
"1945","MH  mm 1 /102","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGMER",30.975,100,12
"1946","MH  mm 1 /103",NA,NA,NA,NA,NA,"CALLNOO",29.84375,100,16
"1947","MH  mm 1 /103",NA,NA,NA,NA,NA,"TSUGMER",13.34375,87.5,16
"1948","MH  mm 1 /104","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"ABIEAMA",10.3724444444444,92.5925925925926,27
"1949","MH  mm 1 /104","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"CALLNOO",13.0444444444444,92.5925925925926,27
"1950","MH  mm 1 /104","CLASS Tsugmer","ORDER Tsugmer","SUBORDER HmBa-Vaccmem (mm zonals)",NA,NA,"TSUGMER",25.5518518518519,92.5925925925926,27
